marca,model,an,km,putere,cutie_de_viteze,combustibil,capacitate_cilindrica,transmisie,caroserie,culoare,optiuni_culoare,pret,id,addons
Mercedes-Benz,Mercedes-Benz_GLC,2020,10163,197,Automata,Benzina,1991,4x4 (automat),SUV,Gri,Fara,55930,15224,24
BMW,BMW_Seria 5,2012,258000,218,Automata,Diesel,1995,4x4 (automat),Sedan,Gri,Fara,11500,15225,45
BMW,BMW_Seria 4,2017,179000,190,Automata,Diesel,1995,Spate,Sedan,Maro,Perlat,17999,15226,21
Volkswagen,Volkswagen_Passat,2019,187438,150,Automata,Diesel,1968,Fata,Combi,Gri,Metalizata,13982,15227,89
Peugeot,Peugeot_5008,2018,36200,177,Automata,Diesel,1997,Fata,SUV,Negru,Metalizata,31950,15228,18
Audi,Audi_A6,2015,240000,272,Automata,Diesel,2967,4x4 (automat),Combi,Alb,Metalizata,18249,15229,57
Volkswagen,Volkswagen_T-Cross,2022,4500,110,Automata,Benzina,999,Fata,SUV,Gri,Metalizata,24450,15230,1
Dacia,Dacia_Logan,2018,178000,75,Manuala,Diesel,1461,Fata,Sedan,Alb,Fara,8999,15231,24
Mazda,Mazda_6,2008,223000,140,Manuala,Diesel,1998,Fata,Sedan,Gri,Fara,4500,15232,24
Volvo,Volvo_V40,2014,185000,150,Manuala,Diesel,1984,Fata,Compacta,Negru,Metalizata,9999,15233,65
Volvo,Volvo_XC 60,2018,65708,191,Automata,Diesel,1969,4x4 (automat),SUV,Negru,Metalizata,33949,15234,18
Porsche,Porsche_Boxster,2018,66851,365,Automata,Benzina,2497,Spate,Cabrio,Alte culori,Metalizata,68425,15235,58
Porsche,Porsche_Cayenne,2016,98000,262,Automata,Diesel,2967,4x4 (automat),SUV,Negru,Fara,35500,15236,35
BMW,BMW_Seria 3,2012,145000,143,Manuala,Diesel,1995,Spate,Combi,Alb,Mat,7980,15237,38
Volkswagen,Volkswagen_Phaeton,2014,197800,240,Automata,Diesel,2967,4x4 (automat),Sedan,Alb,Metalizata,12900,15238,87
Dacia,Dacia_Logan,2015,94529,75,Manuala,Diesel,1461,Fata,Combi,Alb,Fara,10900,15239,12
Peugeot,Peugeot_508,2013,249000,163,Automata,Hibrid,1997,4x4 (manual),Combi,Negru,Fara,9850,15240,64
BMW,BMW_Seria 4,2021,14342,190,Automata,Diesel,1995,4x4 (automat),Sedan,Alte culori,Fara,53526,15241,3
BMW,BMW_Seria 3,2014,166000,150,Manuala,Diesel,1995,Spate,SUV,Negru,Metalizata,18401,15242,46
Lexus,Lexus_IS,2007,244000,177,Manuala,Diesel,2196,Spate,Sedan,Negru,Metalizata,4490,15243,48
Audi,Audi_A5,2022,5000,204,Automata,Diesel,1968,4x4 (automat),Sedan,Maro,Fara,55654,15244,65
Porsche,Porsche_Cayenne,2019,28735,440,Automata,Benzina,2995,4x4 (automat),SUV,Gri,Metalizata,97580,15245,29
Volkswagen,Volkswagen_Golf,2019,100023,150,Automata,Diesel,1968,Fata,Compacta,Albastru,Fara,17440,15246,44
Dacia,Dacia_Dokker,2018,175781,75,Manuala,Diesel,1461,Fata,Monovolum,Alb,Metalizata,8000,15247,24
Porsche,Porsche_Macan,2019,67000,353,Automata,Benzina,2995,4x4 (automat),SUV,Albastru,Metalizata,71000,15248,85
Ford,Ford_Fiesta,2014,166700,82,Manuala,Benzina,1242,Fata,Masina de oras,Argint,Metalizata,5999,15249,10
Audi,Audi_A4,2009,221000,160,Manuala,Benzina,1798,Fata,Sedan,Negru,Metalizata,5900,15250,26
Land Rover,Land Rover_Discovery Sport,2018,140000,180,Automata,Diesel,1999,4x4 (automat),SUV,Gri,Metalizata,21000,15251,54
Audi,Audi_A3,2017,107774,116,Automata,Diesel,1598,Fata,Compacta,Alb,Fara,16500,15252,37
Audi,Audi_A4,2014,159000,150,Manuala,Diesel,1968,Fata,Combi,Maro,Fara,10899,15253,28
Ford,Ford_Focus,2009,156000,110,Manuala,Diesel,1560,Fata,Compacta,Gri,Metalizata,2950,15254,26
Skoda,Skoda_Superb,2018,75000,150,Automata,Benzina,1395,Fata,Sedan,Galben/Auriu,Metalizata,18450,15255,35
Audi,Audi_A5,2015,233000,190,Automata,Diesel,1968,4x4 (automat),Sedan,Negru,Metalizata,17490,15256,89
Kia,Kia_Sportage,2015,131293,115,Manuala,Diesel,1685,Fata,SUV,Gri,Fara,13890,15257,10
Peugeot,Peugeot_207,2007,170000,70,Manuala,Diesel,1398,Fata,Masina de oras,Gri,Metalizata,3490,15258,18
Mercedes-Benz,Mercedes-Benz_ML,2012,301443,258,Automata,Diesel,2987,4x4 (automat),SUV,Gri,Metalizata,16900,15259,37
Mazda,Mazda_CX-7,2012,187688,173,Manuala,Diesel,2184,4x4 (automat),SUV,Albastru,Metalizata,7190,15260,51
Peugeot,Peugeot_2008,2018,185000,99,Manuala,Diesel,1560,Fata,SUV,Alb,Metalizata,11100,15261,24
Mercedes-Benz,Mercedes-Benz_C,2020,42000,156,Automata,Benzina,1595,Spate,Sedan,Alb,Fara,29000,15262,34
Dacia,Dacia_Duster,2017,130000,109,Manuala,Diesel,1461,Fata,SUV,Alb,Fara,11500,15263,25
Volkswagen,Volkswagen_Tiguan,2015,202000,140,Automata,Diesel,1968,4x4 (automat),SUV,Albastru,Metalizata,14499,15264,54
Mercedes-Benz,Mercedes-Benz_S,2019,99526,367,Automata,Hibrid,2999,4x4 (automat),Sedan,Negru,Fara,71990,15265,58
Volkswagen,Volkswagen_Passat,2021,18464,150,Automata,Benzina,1498,Fata,Sedan,Gri,Fara,33500,15266,73
Mitsubishi,Mitsubishi_L200,2020,24000,150,Manuala,Diesel,2268,4x4 (manual),SUV,Negru,Metalizata,34000,15267,36
Skoda,Skoda_Superb,2011,327000,140,Manuala,Diesel,1968,Fata,Sedan,Negru,Metalizata,7380,15268,45
Mitsubishi,Mitsubishi_Pajero,2007,173000,160,Automata,Diesel,3200,4x4 (automat),SUV,Gri,Metalizata,8300,15269,39
Mitsubishi,Mitsubishi_Outlander,2014,181000,121,Automata,Hibrid,1998,4x4 (automat),SUV,Albastru,Metalizata,13990,15270,79
Skoda,Skoda_Superb,2016,143000,280,Automata,Benzina,1984,4x4 (automat),Sedan,Negru,Metalizata,23990,15271,79
Hyundai,Hyundai_Tucson,2016,112000,185,Automata,Diesel,1995,4x4 (automat),SUV,Gri,Metalizata,21850,15272,90
BMW,BMW_X1,2008,226000,177,Manuala,Diesel,1995,4x4 (automat),SUV,Alb,Metalizata,7200,15273,21
Porsche,Porsche_Cayman,2017,84300,350,Automata,Benzina,2497,Spate,Coupe,Gri,Fara,54900,15274,52
Audi,Audi_Q5,2012,170000,143,Manuala,Diesel,1968,Fata,SUV,Gri,Metalizata,14400,15275,20
Chevrolet,Chevrolet_Captiva,2009,102800,150,Manuala,Diesel,1991,4x4 (automat),SUV,Argint,Fara,5990,15276,50
Skoda,Skoda_Octavia,2017,246399,150,Automata,Diesel,1968,Fata,Combi,Alb,Fara,12500,15277,42
Volkswagen,Volkswagen_Touareg,2005,336858,225,Automata,Diesel,2967,4x4 (automat),SUV,Negru,Fara,5999,15278,1
Volvo,Volvo_XC 90,2021,21000,310,Automata,Hibrid,1969,4x4 (automat),SUV,Alb,Metalizata,73000,15279,116
Maserati,Maserati_Levante,2018,79500,275,Automata,Diesel,2987,4x4 (automat),SUV,Bej,Metalizata,50000,15280,70
Dacia,Dacia_Duster,2018,94261,109,Manuala,Diesel,1461,4x4 (manual),SUV,Alb,Fara,17399,15281,8
Dacia,Dacia_Lodgy,2019,111310,102,Manuala,Benzina,1598,Fata,Monovolum,Alb,Metalizata,11798,15282,29
Dacia,Dacia_Duster,2012,181286,110,Manuala,Diesel,1461,4x4 (manual),SUV,Gri,Fara,7499,15283,14
BMW,BMW_Seria 3,2021,29000,190,Automata,Diesel,1995,4x4 (automat),Sedan,Negru,Metalizata,48790,15284,45
Audi,Audi_A3,2009,230000,160,Manuala,Benzina,1798,Fata,Compacta,Negru,Fara,5500,15285,27
BMW,BMW_X4,2016,168952,190,Automata,Diesel,1995,4x4 (automat),SUV,Gri,Fara,24990,15286,78
Lexus,Lexus_Seria GS,2007,287255,292,Automata,Hibrid,3456,Spate,Sedan,Gri,Metalizata,9250,15287,81
BMW,BMW_X4 M,2020,77356,360,Automata,Benzina,2998,4x4 (automat),SUV,Gri,Metalizata,53990,15288,56
Toyota,Toyota_Auris,2014,147960,99,Automata,Hibrid,1798,Fata,Compacta,Gri,Metalizata,12990,15289,39
Renault,Renault_Megane,2020,14600,95,Manuala,Diesel,1461,Fata,Sedan,Rosu,Metalizata,15000,15290,25
Skoda,Skoda_Octavia,2014,175700,110,Automata,Diesel,1598,Fata,Combi,Albastru,Metalizata,7999,15291,58
Citroën,Citroën_C3,2022,950,83,Manuala,Benzina,1199,Fata,Masina de oras,Albastru,Metalizata,17790,15292,36
Dacia,Dacia_Sandero,2018,149000,90,Manuala,Benzina,898,Fata,Compacta,Alb,Metalizata,6990,15293,27
Volkswagen,Volkswagen_Multivan,2021,28500,150,Automata,Diesel,1968,Fata,Monovolum,Gri,Metalizata,54999,15294,79
Skoda,Skoda_Octavia,2021,63178,115,Manuala,Diesel,1968,Fata,Combi,Alb,Fara,20900,15295,36
BMW,BMW_X3,2010,241040,177,Automata,Diesel,1995,4x4 (automat),SUV,Argint,Metalizata,8150,15296,52
Skoda,Skoda_Superb,2013,289500,170,Manuala,Diesel,1968,Fata,Sedan,Negru,Metalizata,7499,15297,21
BMW,BMW_X5 M,2017,127000,381,Automata,Diesel,2993,4x4 (automat),SUV,Alte culori,Perlat,46980,15298,69
BMW,BMW_Seria 1,2018,90676,116,Automata,Diesel,1496,Spate,Compacta,Albastru,Fara,16990,15299,37
Volkswagen,Volkswagen_Golf,2013,250000,150,Manuala,Diesel,1968,Fata,Compacta,Negru,Perlat,7500,15300,34
Peugeot,Peugeot_508,2012,130000,204,Automata,Diesel,2179,Fata,Sedan,Alb,Perlat,9990,15301,53
Mercedes-Benz,Mercedes-Benz_E,2016,104000,194,Automata,Diesel,1950,Spate,Sedan,Negru,Fara,28200,15302,80
Volkswagen,Volkswagen_Touareg,2017,164000,204,Automata,Diesel,2967,4x4 (automat),SUV,Albastru,Metalizata,95000,15303,2
Kia,Kia_Sportage,2014,152000,115,Manuala,Diesel,1598,Fata,SUV,Negru,Metalizata,12999,15304,76
Volkswagen,Volkswagen_Passat,2011,219000,140,Automata,Diesel,1968,Fata,Combi,Gri,Metalizata,8000,15305,26
Volvo,Volvo_XC 60,2019,30000,250,Automata,Benzina,1969,4x4 (automat),SUV,Negru,Metalizata,39800,15306,126
Mercedes-Benz,Mercedes-Benz_C,2018,123471,170,Automata,Diesel,2143,4x4 (automat),Sedan,Negru,Fara,26899,15307,16
BMW,BMW_Seria 5,2020,170000,184,Automata,Benzina,1998,Spate,Sedan,Gri,Fara,34890,15308,95
Opel,Opel_Crossland,2020,21400,110,Automata,Benzina,1199,Fata,SUV,Albastru,Metalizata,14650,15309,32
DS Automobiles,DS Automobiles_DS 7 Crossback,2019,124900,130,Automata,Diesel,1499,Fata,SUV,Albastru,Metalizata,24500,15310,9
Mitsubishi,Mitsubishi_Outlander,2007,290000,140,Manuala,Diesel,1968,4x4 (manual),SUV,Argint,Metalizata,5499,15311,30
Jaguar,Jaguar_XE,2016,41628,180,Automata,Diesel,1999,Spate,Sedan,Negru,Fara,20900,15312,38
Ford,Ford_Focus,2012,250000,115,Manuala,Diesel,1560,Fata,Masina de oras,Gri,Metalizata,5790,15313,36
Jaguar,Jaguar_F-Pace,2018,176000,180,Automata,Diesel,1999,4x4 (automat),SUV,Negru,Perlat,19990,15314,88
Ford,Ford_Kuga,2022,2,225,Automata,Hibrid,2500,4x4 (automat),SUV,Rosu,Perlat,35500,15315,52
Renault,Renault_Modus,2008,95000,100,Manuala,Benzina,1149,Fata,Masina de oras,Gri,Metalizata,4250,15316,1
Lexus,Lexus_Seria RX,2022,10,313,Automata,Hibrid,3456,4x4 (automat),SUV,Gri,Metalizata,73489,15317,115
Ford,Ford_Kuga,2022,1,150,Manuala,Benzina,1499,Fata,SUV,Rosu,Metalizata,25638,15318,39
Peugeot,Peugeot_5008,2019,78398,177,Automata,Diesel,1998,Fata,SUV,Gri,Fara,29490,15319,10
Skoda,Skoda_Karoq,2022,7120,150,Automata,Diesel,1968,4x4 (automat),SUV,Gri,Fara,38055,15320,25
Land Rover,Land Rover_Range Rover Evoque,2018,35194,150,Automata,Diesel,1999,4x4 (automat),SUV,Alb,Fara,34499,15321,27
Volkswagen,Volkswagen_Passat,2015,210000,150,Automata,Diesel,1968,Fata,Combi,Maro,Metalizata,12500,15322,46
BMW,BMW_X3,2021,11346,184,Automata,Benzina,1998,4x4 (automat),SUV,Albastru,Fara,53883,15323,3
Mercedes-Benz,Mercedes-Benz_GLE,2021,17600,272,Automata,Diesel,2925,4x4 (automat),SUV,Negru,Metalizata,78199,15324,1
Opel,Opel_Insignia,2010,139000,115,Manuala,Benzina,1598,Fata,Sedan,Gri,Fara,5500,15325,38
Mercedes-Benz,Mercedes-Benz_GLC,2019,50000,510,Automata,Benzina,3982,4x4 (automat),SUV,Negru,Fara,76499,15326,35
Renault,Renault_Kadjar,2017,56965,130,Manuala,Diesel,1598,4x4 (automat),SUV,Argint,Metalizata,17490,15327,82
Skoda,Skoda_Octavia,2018,80324,149,Manuala,Diesel,1968,Fata,Combi,Rosu,Fara,16900,15328,31
Hyundai,Hyundai_Santa Fe,2004,253000,112,Automata,Diesel,1991,4x4 (automat),SUV,Gri,Metalizata,3590,15329,29
Ford,Ford_Focus,2010,157937,100,Manuala,Benzina,1596,Fata,Combi,Verde,Metalizata,4850,15330,23
Opel,Opel_Antara,2011,112500,184,Automata,Diesel,2231,4x4 (automat),SUV,Gri,Metalizata,7250,15331,52
Mercedes-Benz,Mercedes-Benz_GLK,2014,221635,170,Automata,Diesel,2143,4x4 (automat),SUV,Alb,Fara,14700,15332,58
Volvo,Volvo_V40,2017,166958,120,Manuala,Diesel,1969,Fata,Compacta,Albastru,Fara,11999,15333,56
Volkswagen,Volkswagen_Touareg,2020,10044,286,Automata,Diesel,3000,4x4 (automat),SUV,Negru,Fara,71415,15334,34
Renault,Renault_Espace,2017,175000,160,Automata,Diesel,1598,Fata,Monovolum,Gri,Metalizata,15990,15335,55
Volkswagen,Volkswagen_Passat,2022,100000,150,Automata,Diesel,1968,Fata,Sedan,Albastru,Metalizata,29950,15336,48
Volkswagen,Volkswagen_Touareg,2019,9435,231,Automata,Diesel,2967,4x4 (automat),SUV,Gri,Fara,57500,15337,56
Audi,Audi_A5,2021,25800,204,Automata,Diesel,1968,4x4 (automat),Sedan,Negru,Metalizata,44490,15338,44
Toyota,Toyota_C-HR,2021,75232,184,Automata,Hibrid,1987,Fata,SUV,Negru,Metalizata,25499,15339,16
Opel,Opel_Astra,2019,186000,110,Manuala,Diesel,1598,Fata,Combi,Rosu,Metalizata,8990,15340,24
Renault,Renault_Megane,2014,125000,110,Manuala,Diesel,1461,Fata,Compacta,Gri,Metalizata,7950,15341,18
Opel,Opel_Corsa,2010,158000,85,Automata,Benzina,1229,Fata,Compacta,Alte culori,Metalizata,6330,15342,37
Ford,Ford_Kuga,2011,215000,140,Automata,Diesel,1997,4x4 (automat),SUV,Alte culori,Fara,9490,15343,55
Land Rover,Land Rover_Range Rover Sport,2018,87000,259,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,59500,15344,30
Mazda,Mazda_CX-5,2018,82700,160,Automata,Benzina,1998,4x4 (automat),SUV,Albastru,Metalizata,23900,15345,39
Skoda,Skoda_Octavia,2017,181969,149,Automata,Diesel,1968,Fata,Sedan,Albastru,Metalizata,15500,15346,22
Toyota,Toyota_Proace,2022,1100,144,Manuala,Diesel,1997,Fata,Monovolum,Alb,Metalizata,29800,15347,29
Suzuki,Suzuki_Vitara,2019,53147,140,Automata,Benzina,1373,Fata,SUV,Albastru,Fara,17490,15348,24
Volkswagen,Volkswagen_ARTEON,2018,219000,150,Automata,Diesel,1968,Fata,Sedan,Negru,Metalizata,22950,15349,128
Land Rover,Land Rover_Freelander,2007,298000,160,Automata,Diesel,2179,4x4 (automat),SUV,Negru,Fara,6800,15350,41
Audi,Audi_A7,2019,54000,286,Automata,Diesel,2967,4x4 (automat),Sedan,Gri,Perlat,61000,15351,143
Mercedes-Benz,Mercedes-Benz_E,2019,35814,160,Automata,Diesel,1598,Spate,Sedan,Gri,Fara,40489,15352,1
Volkswagen,Volkswagen_Beetle,2013,155837,200,Automata,Benzina,1984,Fata,Coupe,Alb,Fara,12950,15353,41
Opel,Opel_Astra,2013,171000,165,Automata,Diesel,1956,Fata,Monovolum,Gri,Fara,7650,15354,22
Dacia,Dacia_Duster,2022,8796,150,Automata,Benzina,1332,Fata,SUV,Alte culori,Metalizata,21700,15355,1
Skoda,Skoda_Octavia,2017,101000,116,Manuala,Diesel,1598,Fata,Sedan,Argint,Metalizata,13900,15356,20
BMW,BMW_X1,2016,129000,136,Automata,Benzina,1499,Fata,SUV,Negru,Metalizata,19700,15357,62
Dacia,Dacia_Duster,2012,174000,105,Manuala,Benzina,1598,4x4 (manual),SUV,Alb,Metalizata,7950,15358,14
BMW,BMW_X5,2022,18900,286,Automata,Diesel,2993,4x4 (automat),SUV,Alb,Metalizata,74980,15359,65
Opel,Opel_Astra,2007,286000,140,Manuala,Benzina,1796,Fata,Cabrio,Bej,Fara,3100,15360,29
Toyota,Toyota_Camry,2022,1000,178,Automata,Hibrid,2487,Fata,Sedan,Gri,Metalizata,39890,15361,95
Mercedes-Benz,Mercedes-Benz_GLE,2020,69450,330,Automata,Diesel,2925,4x4 (automat),SUV,Gri,Metalizata,79859,15362,71
Audi,Audi_Q7,2016,199000,272,Automata,Diesel,2967,4x4 (automat),SUV,Maro,Fara,31990,15363,119
BMW,BMW_X2,2018,39000,192,Automata,Benzina,1998,Fata,SUV,Galben/Auriu,Metalizata,27849,15364,40
Mercedes-Benz,Mercedes-Benz_B,2016,295800,136,Manuala,Diesel,2143,Fata,Monovolum,Negru,Metalizata,9990,15365,31
Opel,Opel_Astra,2020,1,145,Manuala,Benzina,1199,Fata,Compacta,Albastru,Metalizata,21602,15366,25
Mercedes-Benz,Mercedes-Benz_CLA,2016,89500,136,Automata,Diesel,2143,Fata,Masina mica,Alb,Perlat,24000,15367,53
BMW,BMW_Seria 3,2019,65000,190,Automata,Diesel,1995,4x4 (automat),Sedan,Gri,Metalizata,35950,15368,104
Mitsubishi,Mitsubishi_Eclipse-Cross,2022,10,98,Automata,Hibrid,2360,4x4 (automat),SUV,Alb,Perlat,37023,15369,70
Dacia,Dacia_Duster,2014,166000,110,Manuala,Diesel,1461,4x4 (manual),SUV,Albastru,Fara,9200,15370,27
Ford,Ford_Mondeo,2006,91900,130,Manuala,Diesel,1998,Fata,Sedan,Galben/Auriu,Metalizata,17000,15371,27
BMW,BMW_Seria 3,2010,250000,177,Automata,Diesel,1995,Spate,Coupe,Negru,Metalizata,6700,15372,45
Ford,Ford_Transit Custom,2023,500,130,Manuala,Diesel,1995,Fata,Monovolum,Alb,Fara,34748,15373,14
Mercedes-Benz,Mercedes-Benz_A,2021,30051,116,Automata,Diesel,1950,Fata,Compacta,Argint,Fara,29750,15374,1
Mercedes-Benz,Mercedes-Benz_C,2016,125000,136,Automata,Diesel,2143,Fata,Sedan,Negru,Metalizata,20990,15375,33
BMW,BMW_Seria 5,2021,21478,292,Automata,Hibrid,1998,4x4 (automat),Sedan,Alb,Fara,57929,15376,3
Skoda,Skoda_Octavia,2011,200000,140,Manuala,Diesel,1968,Fata,Sedan,Negru,Metalizata,8870,15377,51
Volkswagen,Volkswagen_Tiguan,2022,1,150,Automata,Hibrid,1395,Fata,SUV,Argint,Metalizata,41900,15378,1
Seat,Seat_Leon,2011,113845,105,Manuala,Diesel,1598,Fata,Compacta,Gri,Metalizata,6100,15379,29
Mercedes-Benz,Mercedes-Benz_CLS,2021,16000,435,Automata,Benzina,2999,4x4 (automat),Coupe,Negru,Fara,91381,15380,46
BMW,BMW_Seria 5,2007,277237,197,Manuala,Diesel,2993,Spate,Sedan,Albastru,Metalizata,5400,15381,56
Land Rover,Land Rover_Discovery Sport,2018,132000,180,Automata,Diesel,1999,4x4 (automat),SUV,Gri,Fara,25600,15382,110
Volkswagen,Volkswagen_T-ROC,2019,79650,115,Manuala,Diesel,1598,Fata,Compacta,Alb,Fara,22648,15383,34
Volkswagen,Volkswagen_Golf,2011,68747,122,Manuala,Benzina,1390,Fata,Compacta,Gri,Metalizata,7300,15384,26
Ford,Ford_EcoSport,2022,1,125,Manuala,Benzina,999,Fata,SUV,Gri,Metalizata,18389,15385,11
Mercedes-Benz,Mercedes-Benz_GLE,2016,85676,258,Automata,Diesel,2987,4x4 (automat),SUV,Albastru,Fara,39500,15386,44
Peugeot,Peugeot_508,2013,180000,163,Automata,Hibrid,1997,Fata,Sedan,Gri,Perlat,9490,15387,50
Audi,Audi_A4,2019,50108,150,Automata,Diesel,1968,Fata,Sedan,Negru,Metalizata,28488,15388,66
Audi,Audi_A6,2019,52900,286,Automata,Diesel,2967,4x4 (automat),Combi,Gri,Metalizata,37500,15389,28
Volkswagen,Volkswagen_Tiguan,2018,88500,150,Automata,Diesel,1968,Fata,SUV,Gri,Metalizata,28999,15390,90
Land Rover,Land Rover_Range Rover Evoque,2016,54789,180,Automata,Diesel,1999,4x4 (automat),SUV,Alb,Perlat,33499,15391,47
Fiat,Fiat_Scudo,2011,330000,163,Manuala,Diesel,1997,Fata,Monovolum,Alb,Fara,6490,15392,29
Audi,Audi_Q3,2015,131124,140,Manuala,Diesel,1968,4x4 (automat),SUV,Negru,Metalizata,17990,15393,60
Renault,Renault_Megane,2018,120218,132,Manuala,Benzina,1197,Fata,Compacta,Alb,Fara,10700,15394,30
Mercedes-Benz,Mercedes-Benz_GLB,2021,4100,163,Automata,Benzina,1332,4x4 (automat),SUV,Alb,Fara,51408,15395,64
Skoda,Skoda_Octavia,2009,342200,102,Manuala,Benzina,1595,Fata,Sedan,Argint,Fara,2250,15396,9
Renault,Renault_Laguna,2011,213343,110,Manuala,Diesel,1461,Fata,Sedan,Argint,Metalizata,5500,15397,32
Toyota,Toyota_Corolla,2021,22000,98,Automata,Hibrid,1798,Fata,Sedan,Negru,Metalizata,29218,15398,81
Dacia,Dacia_Logan,2017,140800,75,Manuala,Benzina + CNG/GPL,1149,Fata,Sedan,Alb,Metalizata,7598,15399,22
Volvo,Volvo_XC 90,2021,3900,303,Automata,Hibrid,1969,4x4 (automat),SUV,Argint,Metalizata,79989,15400,117
Volkswagen,Volkswagen_Passat CC,2013,176000,140,Manuala,Diesel,1968,Fata,Sedan,Albastru,Metalizata,12990,15401,53
Mercedes-Benz,Mercedes-Benz_E,2019,64109,194,Automata,Diesel,1950,4x4 (automat),Sedan,Negru,Metalizata,44990,15402,33
Audi,Audi_A4,2009,278000,136,Manuala,Diesel,1968,Fata,Sedan,Negru,Metalizata,9999,15403,41
Mercedes-Benz,Mercedes-Benz_C,2022,5,200,Automata,Diesel,1993,4x4 (automat),Sedan,Negru,Fara,63956,15404,1
Maserati,Maserati_Levante,2017,49265,350,Automata,Benzina,2979,4x4 (automat),SUV,Gri,Metalizata,59000,15405,22
Volkswagen,Volkswagen_Tiguan,2016,136700,177,Automata,Diesel,1968,4x4 (automat),SUV,Negru,Metalizata,18600,15406,67
Volkswagen,Volkswagen_Caravelle,2007,245000,102,Manuala,Diesel,1896,Fata,Monovolum,Alb,Fara,8950,15407,7
Ford,Ford_Transit Connect,2017,181000,120,Manuala,Diesel,1498,Fata,Monovolum,Alb,Fara,10948,15408,19
Audi,Audi_A8,2009,343000,233,Automata,Diesel,2967,4x4 (automat),Sedan,Negru,Metalizata,8999,15409,35
Volkswagen,Volkswagen_Tiguan,2014,239900,140,Manuala,Diesel,1968,4x4 (automat),SUV,Alb,Fara,12699,15410,25
Volkswagen,Volkswagen_Golf,2018,194339,110,Automata,Benzina,999,Fata,Compacta,Negru,Metalizata,13249,15411,31
Volkswagen,Volkswagen_Passat,2018,174000,150,Automata,Diesel,1968,Fata,Sedan,Gri,Metalizata,15500,15412,46
Dacia,Dacia_Logan,2022,9,90,Manuala,Benzina,999,Fata,Sedan,Argint,Metalizata,15827,15413,36
Dacia,Dacia_Sandero Stepway,2019,62000,90,Manuala,Benzina,898,Fata,Compacta,Alb,Metalizata,8690,15414,31
Land Rover,Land Rover_Range Rover,2011,203000,258,Automata,Diesel,2993,4x4 (automat),SUV,Maro,Metalizata,11900,15415,51
Mercedes-Benz,Mercedes-Benz_GLE,2020,21000,435,Automata,Benzina,2999,4x4 (automat),SUV,Negru,Metalizata,91500,15416,36
Audi,Audi_A4,2009,194000,170,Manuala,Diesel,1968,Fata,Combi,Negru,Metalizata,6450,15417,39
Opel,Opel_Astra,2016,61500,136,Manuala,Diesel,1598,Fata,Sedan,Rosu,Fara,9500,15418,54
Ford,Ford_EcoSport,2022,5,125,Manuala,Benzina,999,Fata,SUV,Galben/Auriu,Metalizata,19626,15419,1
Mercedes-Benz,Mercedes-Benz_GLA,2023,1,163,Automata,Benzina,1332,4x4 (automat),SUV,Argint,Metalizata,58429,15420,83
Skoda,Skoda_Fabia,2003,354900,75,Manuala,Benzina,1390,Fata,Combi,Negru,Metalizata,1750,15421,1
Skoda,Skoda_Octavia,2019,190000,116,Manuala,Diesel,1598,Fata,Sedan,Gri,Perlat,11490,15422,21
Skoda,Skoda_Octavia,2011,263000,140,Automata,Diesel,1984,Fata,Sedan,Gri,Metalizata,6000,15423,50
BMW,BMW_Seria 7,2019,100950,265,Automata,Diesel,2993,Spate,Sedan,Negru,Metalizata,58999,15424,96
Skoda,Skoda_Octavia,2008,340000,140,Manuala,Diesel,1968,4x4 (manual),Combi,Alb,Fara,5600,15425,20
Renault,Renault_Clio,2012,220000,85,Manuala,Diesel,1461,Fata,Masina de oras,Gri,Fara,4290,15426,23
Volkswagen,Volkswagen_Sharan,2018,209000,150,Automata,Diesel,1968,Fata,Monovolum,Alte culori,Metalizata,16999,15427,92
Renault,Renault_Clio,2016,74734,75,Manuala,Diesel,1461,Fata,Masina de oras,Alb,Fara,8890,15428,26
Renault,Renault_Captur,2020,42833,92,Automata,Hibrid,1598,Fata,SUV,Alb,Metalizata,22900,15429,41
Ford,Ford_Kuga,2010,189900,140,Manuala,Diesel,1997,Fata,SUV,Alb,Metalizata,8990,15430,1
Volkswagen,Volkswagen_Sharan,2012,271000,140,Manuala,Diesel,1968,Fata,Monovolum,Alb,Metalizata,9999,15431,40
Mercedes-Benz,Mercedes-Benz_CLA,2018,28000,211,Automata,Benzina,1991,Fata,Sedan,Negru,Fara,25000,15432,77
Toyota,Toyota_Land Cruiser,2022,8,204,Automata,Diesel,2755,4x4 (automat),SUV,Alb,Perlat,78000,15433,67
BMW,BMW_M4,2015,78500,510,Automata,Benzina,2993,Spate,Coupe,Alb,Fara,43000,15434,68
Volvo,Volvo_XC 60,2018,88000,236,Automata,Diesel,1969,4x4 (automat),SUV,Argint,Metalizata,34889,15435,16
BMW,BMW_Seria 3,2007,240000,122,Manuala,Diesel,1995,Spate,Sedan,Negru,Fara,3490,15436,13
BMW,BMW_Seria 3,2013,237600,143,Automata,Diesel,1995,Spate,Sedan,Alb,Metalizata,9990,15437,1
Mitsubishi,Mitsubishi_L200,2020,65000,150,Automata,Diesel,2268,4x4 (manual),SUV,Gri,Metalizata,35000,15438,36
Renault,Renault_Megane,2015,195000,110,Manuala,Diesel,1461,Fata,Combi,Alb,Metalizata,6700,15439,33
Opel,Opel_Astra,2007,215000,105,Manuala,Benzina,1598,Fata,Sedan,Gri,Fara,2300,15440,21
